id,profession,image_link,internal_id,name,learned_from,skill_required,action,result,armor_class,item_quality,item_slot
868,Tailoring,imgs/Tailoring/id6242.png,id6242,Blue Linen Robe,recipe,70,Blue Linen Robe,1,Cloth,Uncommon,
869,Tailoring,imgs/Tailoring/id2997.png,id2997,Bolt of Woolen Cloth,trainer,75,Bolt of Woolen Cloth,1,Trade Goods,Common,
870,Tailoring,imgs/Tailoring/id2584.png,id2584,Woolen Cape,trainer,75,Woolen Cape,1,Cloth,Common,Back
871,Tailoring,imgs/Tailoring/id10047.png,id10047,Simple Kilt,trainer,75,Simple Kilt,1,Cloth,Common,Legs
872,Tailoring,imgs/Tailoring/id4312.png,id4312,Soft-soled Linen Boots,trainer,80,Soft-soled Linen Boots,1,Cloth,Uncommon,Feet
873,Tailoring,imgs/Tailoring/id4240.png,id4240,Woolen Bag,trainer,80,Woolen Bag,1,Container,Common,
874,Tailoring,imgs/Tailoring/id2582.png,id2582,Green Woolen Vest,trainer,85,Green Woolen Vest,1,Cloth,Common,Chest
875,Tailoring,imgs/Tailoring/id4310.png,id4310,Heavy Woolen Gloves,trainer,85,Heavy Woolen Gloves,1,Cloth,Uncommon,Hands
876,Tailoring,imgs/Tailoring/id5542.png,id5542,Pearl-clasped Cloak,trainer,90,Pearl-clasped Cloak,1,Cloth,Uncommon,Back
877,Tailoring,imgs/Tailoring/id2578.png,id2578,Barbaric Linen Vest,trainer,91,Barbaric Linen Vest,1,Cloth,Uncommon,Chest
878,Tailoring,imgs/Tailoring/id2579.png,id2579,Green Linen Shirt,trainer,91,Green Linen Shirt,1,Miscellaneous,Common,Shirt
879,Tailoring,imgs/Tailoring/id4309.png,id4309,Handstitched Linen Britches,trainer,91,Handstitched Linen Britches,1,Cloth,Uncommon,Legs
880,Tailoring,imgs/Tailoring/id2583.png,id2583,Woolen Boots,trainer,95,Woolen Boots,1,Cloth,Uncommon,Feet
881,Tailoring,imgs/Tailoring/id4313.png,id4313,Red Woolen Boots,recipe,95,Red Woolen Boots,1,Cloth,Uncommon,Feet
882,Tailoring,imgs/Tailoring/id4241.png,id4241,Green Woolen Bag,recipe,95,Green Woolen Bag,1,Container,Common,
883,Tailoring,imgs/Tailoring/id2587.png,id2587,Gray Woolen Shirt,trainer,100,Gray Woolen Shirt,1,Miscellaneous,Common,Shirt
884,Tailoring,imgs/Tailoring/id4311.png,id4311,Heavy Woolen Cloak,recipe,100,Heavy Woolen Cloak,1,Cloth,Uncommon,Back
885,Tailoring,imgs/Tailoring/id6263.png,id6263,Blue Overalls,recipe,100,Blue Overalls,1,Cloth,Uncommon,
886,Tailoring,imgs/Tailoring/id2585.png,id2585,Gray Woolen Robe,recipe,105,Gray Woolen Robe,1,Cloth,Uncommon,
887,Tailoring,imgs/Tailoring/id4314.png,id4314,Double-stitched Woolen Shoulders,trainer,110,Double-stitched Woolen Shoulders,1,Cloth,Common,Shoulder
888,Tailoring,imgs/Tailoring/id4316.png,id4316,Heavy Woolen Pants,trainer,110,Heavy Woolen Pants,1,Cloth,Uncommon,Legs
889,Tailoring,imgs/Tailoring/id6787.png,id6787,White Woolen Dress,trainer,110,White Woolen Dress,1,Cloth,Common,
890,Tailoring,imgs/Tailoring/id5763.png,id5763,Red Woolen Bag,recipe,115,Red Woolen Bag,1,Container,Common,
891,Tailoring,imgs/Tailoring/id6264.png,id6264,Greater Adept's Robe,recipe,115,Greater Adept's Robe,1,Cloth,Uncommon,
892,Tailoring,imgs/Tailoring/id4315.png,id4315,Reinforced Woolen Shoulders,recipe,120,Reinforced Woolen Shoulders,1,Cloth,Common,Shoulder
893,Tailoring,imgs/Tailoring/id6384.png,id6384,Stylish Blue Shirt,recipe,120,Stylish Blue Shirt,1,Miscellaneous,Common,Shirt
894,Tailoring,imgs/Tailoring/id6385.png,id6385,Stylish Green Shirt,recipe,120,Stylish Green Shirt,1,Miscellaneous,Common,Shirt
895,Tailoring,imgs/Tailoring/id10048.png,id10048,Colorful Kilt,recipe,120,Colorful Kilt,1,Cloth,Uncommon,Legs
896,Tailoring,imgs/Tailoring/id4305.png,id4305,Bolt of Silk Cloth,trainer,125,Bolt of Silk Cloth,1,Trade Goods,Common,
897,Tailoring,imgs/Tailoring/id4320.png,id4320,Spidersilk Boots,trainer,125,Spidersilk Boots,1,Cloth,Rare,Feet
898,Tailoring,imgs/Tailoring/id4330.png,id4330,Stylish Red Shirt,trainer,125,Stylish Red Shirt,1,Miscellaneous,Common,Shirt
899,Tailoring,imgs/Tailoring/id4318.png,id4318,Gloves of Meditation,trainer,130,Gloves of Meditation,1,Cloth,Uncommon,Hands
900,Tailoring,imgs/Tailoring/id4332.png,id4332,Bright Yellow Shirt,recipe,135,Bright Yellow Shirt,1,Miscellaneous,Common,Shirt
901,Tailoring,imgs/Tailoring/id5766.png,id5766,Lesser Wizard's Robe,trainer,135,Lesser Wizard's Robe,1,Cloth,Uncommon,
902,Tailoring,imgs/Tailoring/id4321.png,id4321,Spider Silk Slippers,recipe,140,Spider Silk Slippers,1,Cloth,Uncommon,Feet
903,Tailoring,imgs/Tailoring/id7048.png,id7048,Azure Silk Hood,trainer,145,Azure Silk Hood,1,Cloth,Common,Head
904,Tailoring,imgs/Tailoring/id4245.png,id4245,Small Silk Pack,trainer,150,Small Silk Pack,1,Container,Common,
905,Tailoring,imgs/Tailoring/id5770.png,id5770,Robes of Arcana,recipe,150,Robes of Arcana,1,Cloth,Uncommon,
906,Tailoring,imgs/Tailoring/id4333.png,id4333,Dark Silk Shirt,recipe,155,Dark Silk Shirt,1,Miscellaneous,Common,Shirt
907,Tailoring,imgs/Tailoring/id6795.png,id6795,White Swashbuckler's Shirt,trainer,160,White Swashbuckler's Shirt,1,Miscellaneous,Common,Shirt
908,Tailoring,imgs/Tailoring/id7050.png,id7050,Silk Headband,trainer,160,Silk Headband,1,Cloth,Common,Head
909,Tailoring,imgs/Tailoring/id4322.png,id4322,Enchanter's Cowl,recipe,165,Enchanter's Cowl,1,Cloth,Uncommon,Head
910,Tailoring,imgs/Tailoring/id7065.png,id7065,Green Silk Armor,recipe,165,Green Silk Armor,1,Cloth,Uncommon,Chest
911,Tailoring,imgs/Tailoring/id4334.png,id4334,Formal White Shirt,trainer,170,Formal White Shirt,1,Miscellaneous,Common,Shirt
912,Tailoring,imgs/Tailoring/id7051.png,id7051,Earthen Vest,trainer,170,Earthen Vest,1,Cloth,Uncommon,Chest
913,Tailoring,imgs/Tailoring/id4339.png,id4339,Bolt of Mageweave,trainer,175,Bolt of Mageweave,1,Trade Goods,Common,
914,Tailoring,imgs/Tailoring/id4325.png,id4325,Boots of the Enchanter,recipe,175,Boots of the Enchanter,1,Cloth,Uncommon,Feet
915,Tailoring,imgs/Tailoring/id5764.png,id5764,Green Silk Pack,recipe,175,Green Silk Pack,1,Container,Common,
916,Tailoring,imgs/Tailoring/id6796.png,id6796,Red Swashbuckler's Shirt,trainer,175,Red Swashbuckler's Shirt,1,Miscellaneous,Common,Shirt
917,Tailoring,imgs/Tailoring/id7055.png,id7055,Crimson Silk Belt,trainer,175,Crimson Silk Belt,1,Cloth,Uncommon,Waist
918,Tailoring,imgs/Tailoring/id7057.png,id7057,Green Silken Shoulders,trainer,180,Green Silken Shoulders,1,Cloth,Uncommon,Shoulder
919,Tailoring,imgs/Tailoring/id7056.png,id7056,Crimson Silk Cloak,recipe,180,Crimson Silk Cloak,1,Cloth,Uncommon,Back
920,Tailoring,imgs/Tailoring/id4326.png,id4326,Long Silken Cloak,trainer,185,Long Silken Cloak,1,Cloth,Uncommon,Back
921,Tailoring,imgs/Tailoring/id4335.png,id4335,Rich Purple Silk Shirt,recipe,185,Rich Purple Silk Shirt,1,Miscellaneous,Common,Shirt
922,Tailoring,imgs/Tailoring/id5765.png,id5765,Black Silk Pack,recipe,185,Black Silk Pack,1,Container,Common,
923,Tailoring,imgs/Tailoring/id7058.png,id7058,Crimson Silk Vest,trainer,185,Crimson Silk Vest,1,Cloth,Common,Chest
924,Tailoring,imgs/Tailoring/id7059.png,id7059,Crimson Silk Shoulders,recipe,190,Crimson Silk Shoulders,1,Cloth,Uncommon,Shoulder
925,Tailoring,imgs/Tailoring/id17723.png,id17723,Green Holiday Shirt,recipe,190,Green Holiday Shirt,1,Miscellaneous,Common,Shirt
926,Tailoring,imgs/Tailoring/id7061.png,id7061,Earthen Silk Belt,recipe,195,Earthen Silk Belt,1,Cloth,Uncommon,Waist
927,Tailoring,imgs/Tailoring/id7062.png,id7062,Crimson Silk Pantaloons,trainer,195,Crimson Silk Pantaloons,1,Cloth,Common,Legs
928,Tailoring,imgs/Tailoring/id4327.png,id4327,Icy Cloak,recipe,200,Icy Cloak,1,Cloth,Rare,Back
929,Tailoring,imgs/Tailoring/id4336.png,id4336,Black Swashbuckler's Shirt,recipe,200,Black Swashbuckler's Shirt,1,Miscellaneous,Common,Shirt
930,Tailoring,imgs/Tailoring/id7063.png,id7063,Crimson Silk Robe,recipe,205,Crimson Silk Robe,1,Cloth,Uncommon,
931,Tailoring,imgs/Tailoring/id9998.png,id9998,Black Mageweave Vest,trainer,205,Black Mageweave Vest,1,Cloth,Uncommon,Chest
932,Tailoring,imgs/Tailoring/id9999.png,id9999,Black Mageweave Leggings,trainer,205,Black Mageweave Leggings,1,Cloth,Uncommon,Legs
933,Tailoring,imgs/Tailoring/id10001.png,id10001,Black Mageweave Robe,trainer,210,Black Mageweave Robe,1,Cloth,Uncommon,
934,Tailoring,imgs/Tailoring/id10007.png,id10007,Red Mageweave Vest,recipe,215,Red Mageweave Vest,1,Cloth,Uncommon,Chest
935,Tailoring,imgs/Tailoring/id10008.png,id10008,White Bandit Mask,recipe,215,White Bandit Mask,1,Cloth,Uncommon,Head
936,Tailoring,imgs/Tailoring/id10056.png,id10056,Orange Mageweave Shirt,trainer,215,Orange Mageweave Shirt,1,Miscellaneous,Common,Shirt
937,Tailoring,imgs/Tailoring/id10052.png,id10052,Orange Martial Shirt,recipe,220,Orange Martial Shirt,1,Miscellaneous,Common,Shirt
938,Tailoring,imgs/Tailoring/id10050.png,id10050,Mageweave Bag,trainer,225,Mageweave Bag,1,Container,Common,
939,Tailoring,imgs/Tailoring/id10024.png,id10024,Black Mageweave Headband,trainer,230,Black Mageweave Headband,1,Cloth,Uncommon,Head
940,Tailoring,imgs/Tailoring/id10026.png,id10026,Black Mageweave Boots,trainer,230,Black Mageweave Boots,1,Cloth,Uncommon,Feet
941,Tailoring,imgs/Tailoring/id10027.png,id10027,Black Mageweave Shoulders,trainer,230,Black Mageweave Shoulders,1,Cloth,Uncommon,Shoulder
942,Tailoring,imgs/Tailoring/id10054.png,id10054,Lavender Mageweave Shirt,recipe,230,Lavender Mageweave Shirt,1,Miscellaneous,Common,Shirt
943,Tailoring,imgs/Tailoring/id10053.png,id10053,Simple Black Dress,trainer,235,Simple Black Dress,1,Miscellaneous,Common,
944,Tailoring,imgs/Tailoring/id10029.png,id10029,Red Mageweave Shoulders,recipe,235,Red Mageweave Shoulders,1,Cloth,Uncommon,Shoulder
945,Tailoring,imgs/Tailoring/id10051.png,id10051,Red Mageweave Bag,trainer,235,Red Mageweave Bag,1,Container,Common,
946,Tailoring,imgs/Tailoring/id10055.png,id10055,Pink Mageweave Shirt,recipe,235,Pink Mageweave Shirt,1,Miscellaneous,Common,Shirt
947,Tailoring,imgs/Tailoring/id10033.png,id10033,Red Mageweave Headband,recipe,240,Red Mageweave Headband,1,Cloth,Uncommon,Head
948,Tailoring,imgs/Tailoring/id10034.png,id10034,Tuxedo Shirt,recipe,240,Tuxedo Shirt,1,Miscellaneous,Common,Shirt
949,Tailoring,imgs/Tailoring/id10035.png,id10035,Tuxedo Pants,recipe,245,Tuxedo Pants,1,Cloth,Common,Legs
950,Tailoring,imgs/Tailoring/id10040.png,id10040,White Wedding Dress,recipe,250,White Wedding Dress,1,Cloth,Common,
951,Tailoring,imgs/Tailoring/id14048.png,id14048,Bolt of Runecloth,trainer,250,Bolt of Runecloth,1,Trade Goods,Common,
952,Tailoring,imgs/Tailoring/id14342.png,id14342,Mooncloth,recipe,250,Mooncloth,1,Trade Goods,Common,
953,Tailoring,imgs/Tailoring/id21154.png,id21154,Festive Red Dress,recipe,250,Festival Dress,1,Miscellaneous,Common,
954,Tailoring,imgs/Tailoring/id21542.png,id21542,Festive Red Pant Suit,recipe,250,Festival Suit,1,Miscellaneous,Common,
955,Tailoring,imgs/Tailoring/id13856.png,id13856,Runecloth Belt,trainer,255,Runecloth Belt,1,Cloth,Uncommon,Waist
956,Tailoring,imgs/Tailoring/id13858.png,id13858,Runecloth Robe,recipe,260,Runecloth Robe,1,Cloth,Uncommon,
957,Tailoring,imgs/Tailoring/id14046.png,id14046,Runecloth Bag,recipe,260,Runecloth Bag,1,Container,Common,
958,Tailoring,imgs/Tailoring/id13857.png,id13857,Runecloth Tunic,recipe,260,Runecloth Tunic,1,Cloth,Uncommon,Chest
959,Tailoring,imgs/Tailoring/id21340.png,id21340,Soul Pouch,recipe,260,Soul Pouch,1,Soul Bag,Uncommon,
960,Tailoring,imgs/Tailoring/id13860.png,id13860,Runecloth Cloak,recipe,265,Runecloth Cloak,1,Cloth,Uncommon,Back
961,Tailoring,imgs/Tailoring/id14101.png,id14101,Brightcloth Gloves,recipe,270,Brightcloth Gloves,1,Cloth,Uncommon,Hands
962,Tailoring,imgs/Tailoring/id14100.png,id14100,Brightcloth Robe,recipe,270,Brightcloth Robe,1,Cloth,Uncommon,
963,Tailoring,imgs/Tailoring/id14132.png,id14132,Wizardweave Leggings,recipe,275,Wizardweave Leggings,1,Cloth,Uncommon,Legs
964,Tailoring,imgs/Tailoring/id13864.png,id13864,Runecloth Boots,recipe,280,Runecloth Boots,1,Cloth,Uncommon,Feet
965,Tailoring,imgs/Tailoring/id13865.png,id13865,Runecloth Pants,recipe,285,Runecloth Pants,1,Cloth,Uncommon,Legs
966,Tailoring,imgs/Tailoring/id14104.png,id14104,Brightcloth Pants,recipe,290,Brightcloth Pants,1,Cloth,Uncommon,Legs
967,Tailoring,imgs/Tailoring/id14137.png,id14137,Mooncloth Leggings,recipe,290,Mooncloth Leggings,1,Cloth,Rare,Legs
968,Tailoring,imgs/Tailoring/id19056.png,id19056,Argent Boots,recipe,290,Argent Boots,1,Cloth,Rare,Feet
969,Tailoring,imgs/Tailoring/id13866.png,id13866,Runecloth Headband,recipe,295,Runecloth Headband,1,Cloth,Uncommon,Head
970,Tailoring,imgs/Tailoring/id14155.png,id14155,Mooncloth Bag,recipe,300,Mooncloth Bag,1,Container,Uncommon,
971,Tailoring,imgs/Tailoring/id14128.png,id14128,Wizardweave Robe,recipe,300,Wizardweave Robe,1,Cloth,Uncommon,
972,Tailoring,imgs/Tailoring/id14138.png,id14138,Mooncloth Vest,recipe,300,Mooncloth Vest,1,Cloth,Rare,Chest
973,Tailoring,imgs/Tailoring/id14139.png,id14139,Mooncloth Shoulders,recipe,300,Mooncloth Shoulders,1,Cloth,Rare,Shoulder
974,Tailoring,imgs/Tailoring/id13867.png,id13867,Runecloth Shoulders,recipe,300,Runecloth Shoulders,1,Cloth,Uncommon,Shoulder
975,Tailoring,imgs/Tailoring/id14130.png,id14130,Wizardweave Turban,recipe,300,Wizardweave Turban,1,Cloth,Uncommon,Head
976,Tailoring,imgs/Tailoring/id14140.png,id14140,Mooncloth Circlet,recipe,300,Mooncloth Circlet,1,Cloth,Rare,Head
977,Tailoring,imgs/Tailoring/id14156.png,id14156,Bottomless Bag,recipe,300,Bottomless Bag,1,Container,Rare,
978,Tailoring,imgs/Tailoring/id16980.png,id16980,Flarecore Mantle,recipe,300,Flarecore Mantle,1,Cloth,Epic,Shoulder
979,Tailoring,imgs/Tailoring/id16979.png,id16979,Flarecore Gloves,recipe,300,Flarecore Gloves,1,Cloth,Epic,Hands
980,Tailoring,imgs/Tailoring/id18409.png,id18409,Mooncloth Gloves,recipe,300,Mooncloth Gloves,1,Cloth,Rare,Hands
981,Tailoring,imgs/Tailoring/id18486.png,id18486,Mooncloth Robe,recipe,300,Mooncloth Robe,1,Cloth,Rare,
982,Tailoring,imgs/Tailoring/id19059.png,id19059,Argent Shoulders,recipe,300,Argent Shoulders,1,Cloth,Rare,Shoulder
983,Tailoring,imgs/Tailoring/id21342.png,id21342,Core Felcoth Bag,recipe,300,Core Felcloth Bag,1,Soul Bag,Epic,
984,Tailoring,imgs/Tailoring/id6243.png,id6243,Green Woolen Robe,trainer,0,,1,None,Common,
985,Tailoring,imgs/Tailoring/id10010.png,id10010,Stormcloth Pants,trainer,0,,1,None,Common,
986,Tailoring,imgs/Tailoring/id10011.png,id10011,Stormcloth Gloves,trainer,0,,1,None,Common,
987,Tailoring,imgs/Tailoring/id10020.png,id10020,Stormcloth Vest,trainer,0,,1,None,Common,
988,Tailoring,imgs/Tailoring/id10032.png,id10032,Stormcloth Headband,trainer,0,,1,None,Common,
989,Tailoring,imgs/Tailoring/id10038.png,id10038,Stormcloth Shoulders,trainer,0,,1,None,Common,
990,Tailoring,imgs/Tailoring/id10039.png,id10039,Stormcloth Boots,trainer,0,,1,None,Common,
991,Tailoring,imgs/Tailoring/id15802.png,id15802,Mooncloth Boots,trainer,0,Mooncloth Boots,1,Cloth,Rare,Feet
992,Tailoring,imgs/Tailoring/id21341.png,id21341,Felcloth Bag,trainer,0,Felcloth Bag,1,Soul Bag,Rare,
993,Tailoring,imgs/Tailoring/id22246.png,id22246,Enchanted Mageweave Pouch,recipe,0,Enchanted Mageweave Pouch,1,Enchanting Bag,Uncommon,
994,Tailoring,imgs/Tailoring/id22248.png,id22248,Enchanted Runecloth Bag,recipe,0,Enchanted Runecloth Bag,1,Enchanting Bag,Uncommon,
995,Tailoring,imgs/Tailoring/id22249.png,id22249,Big Bag of Enchantment,recipe,0,Big Bag of Enchantment,1,Enchanting Bag,Uncommon,
996,Tailoring,imgs/Tailoring/id22251.png,id22251,Cenarion Herb Bag,recipe,0,Cenarion Herb Bag,1,Herb Bag,Uncommon,
997,Tailoring,imgs/Tailoring/id22252.png,id22252,Satchel of Cenarius,recipe,0,Satchel of Cenarius,1,Herb Bag,Uncommon,
998,Enchanting,imgs/Enchanting/id0.png,id0,Enchant 2H Weapon - Agility,recipe,0,,1,None,Common,
